Order_Date,Ship_Date,Units_Sold,Unit_Price,Unit_Cost
7/19/11,7/25/11,1756,81.73,56.67
12/3/13,3/30/13,7744,47.45,31.79
12/14/13,1/31/14,2219,205.7,117.11
4/2/12,3/18/12,1748,668.27,502.54
12/7/14,7/24/14,4931,668.27,502.54
4/20/10,4/26/10,7396,154.06,90.93
3/26/12,2/5/12,6806,81.73,56.67
4/18/15,4/22/15,7852,81.73,56.67
3/7/15,7/26/15,7259,205.7,117.11
9/26/13,10/11/13,8780,255.28,159.42
8/12/11,12/1/12,8203,255.28,159.42
11/23/16,9/1/17,8344,47.45,31.79
3/10/13,11/20/13,4052,205.7,117.11
3/22/15,4/5/15,7208,437.2,263.33
7/5/12,7/5/12,1721,81.73,56.67
11/3/16,7/4/16,8535,109.28,35.84
2/25/16,9/4/16,623,152.58,97.44
1/17/14,1/24/14,7991,205.7,117.11
6/10/12,11/16/12,2673,81.73,56.67
6/22/12,6/25/12,3739,651.21,524.96
5/29/14,6/16/14,2285,421.89,364.69
1/27/17,3/15/17,6442,152.58,97.44
6/21/12,5/7/12,6372,437.2,263.33
8/8/12,10/9/12,9267,437.2,263.33
5/22/15,6/21/15,4349,421.89,364.69
8/1/16,1/27/16,7875,152.58,97.44
5/10/10,2/11/10,8130,421.89,364.69
11/15/15,9/12/15,432,205.7,117.11
10/23/10,11/28/10,2129,152.58,97.44
6/3/10,6/4/10,7601,205.7,117.11
6/30/14,10/8/14,3260,47.45,31.79
12/28/13,1/2/14,2547,421.89,364.69
8/2/15,3/25/15,937,152.58,97.44
12/23/13,3/2/14,933,255.28,159.42
5/23/15,2/6/15,7073,81.73,56.67
10/31/13,11/22/13,924,668.27,502.54
3/6/12,6/16/12,6084,109.28,35.84
7/28/11,5/8/11,3184,668.27,502.54
9/27/12,10/11/12,4884,109.28,35.84
5/9/14,10/20/14,876,668.27,502.54
3/13/17,3/13/17,2885,668.27,502.54
5/21/17,6/29/17,9665,154.06,90.93
5/27/13,7/15/13,2003,81.73,56.67
10/28/15,6/11/15,7715,152.58,97.44
7/28/13,10/8/13,6651,255.28,159.42
7/29/15,7/9/15,5690,437.2,263.33
2/9/16,6/10/16,3744,154.06,90.93
7/21/16,8/15/16,6754,9.33,6.92
12/26/15,5/1/16,2695,109.28,35.84
12/29/12,1/19/13,6571,81.73,56.67
6/4/14,12/4/14,5419,437.2,263.33
1/3/16,4/19/16,3305,154.06,90.93
2/24/16,12/4/16,6329,9.33,6.92
5/7/16,8/14/16,7621,81.73,56.67
1/13/13,6/2/13,2340,651.21,524.96
10/12/13,1/18/14,2681,437.2,263.33
10/5/13,6/15/13,2866,109.28,35.84
7/4/10,10/4/10,4151,421.89,364.69
4/15/12,5/31/12,9821,437.2,263.33
1/10/16,3/10/16,194,47.45,31.79
6/22/14,7/22/14,7619,651.21,524.96
8/4/16,4/28/16,1475,421.89,364.69
4/21/11,5/19/11,3173,109.28,35.84
4/21/16,9/6/16,1157,255.28,159.42
3/18/11,4/27/11,5899,421.89,364.69
3/2/11,3/22/11,4904,152.58,97.44
12/12/16,10/1/17,7710,154.06,90.93
11/25/11,12/29/11,882,651.21,524.96
9/6/10,1/7/10,3019,205.7,117.11
9/29/16,11/11/16,9753,109.28,35.84
5/13/13,5/19/13,8742,437.2,263.33
5/24/10,9/6/10,4681,421.89,364.69
10/6/11,7/15/11,4293,81.73,56.67
5/16/17,5/30/17,1332,154.06,90.93
12/27/14,1/15/15,1584,651.21,524.96
1/30/11,3/2/11,7868,421.89,364.69
5/7/13,10/8/13,5032,437.2,263.33
5/4/12,4/25/12,4954,255.28,159.42
7/15/13,8/8/13,1548,154.06,90.93
3/31/13,5/4/13,5755,81.73,56.67
8/12/15,11/1/16,548,255.28,159.42
6/11/15,11/23/15,5933,152.58,97.44
11/16/15,12/15/15,3946,205.7,117.11
8/3/16,4/4/16,3653,255.28,159.42
8/6/10,7/13/10,6155,154.06,90.93
11/4/12,4/26/12,9580,205.7,117.11
9/20/13,1/11/13,4090,255.28,159.42
12/8/11,8/9/11,6877,47.45,31.79
12/6/11,7/31/11,7165,154.06,90.93
12/27/15,1/16/16,1208,255.28,159.42
6/12/13,12/26/13,7293,437.2,263.33
12/17/13,12/30/13,737,81.73,56.67
6/9/10,7/10/10,8890,9.33,6.92
2/13/11,3/26/11,6129,668.27,502.54
10/20/15,11/11/15,8868,47.45,31.79
12/14/14,1/28/15,548,437.2,263.33
3/1/15,2/14/15,6642,154.06,90.93
11/2/12,3/16/12,9657,421.89,364.69
1/18/11,1/23/11,4127,651.21,524.96
11/15/13,12/13/13,1620,255.28,159.42
2/21/16,3/30/16,5736,152.58,97.44
6/9/10,9/14/10,7103,668.27,502.54
8/2/14,8/3/14,8383,47.45,31.79
6/1/10,1/26/10,9268,437.2,263.33
5/16/13,11/6/13,1482,152.58,97.44
8/9/13,9/29/13,3779,9.33,6.92
9/9/16,10/26/16,6947,81.73,56.67
3/30/10,4/30/10,8802,255.28,159.42
7/24/13,9/8/13,9193,668.27,502.54
6/11/12,8/12/12,5000,81.73,56.67
10/7/10,7/31/10,5133,81.73,56.67
5/11/13,11/22/13,5536,109.28,35.84
2/1/16,1/16/16,4182,421.89,364.69
12/1/15,2/27/15,6076,47.45,31.79
1/13/10,1/21/10,8254,154.06,90.93
7/15/12,8/21/12,4783,651.21,524.96
5/30/12,6/28/12,1762,668.27,502.54
12/14/11,5/1/12,2321,154.06,90.93
9/7/14,7/24/14,1621,152.58,97.44
8/3/13,4/25/13,1854,421.89,364.69
3/22/17,9/4/17,7244,437.2,263.33
6/21/10,10/7/10,9046,9.33,6.92
11/9/15,12/9/15,546,421.89,364.69
1/28/15,3/2/15,2062,255.28,159.42
7/31/14,9/9/14,5942,651.21,524.96
6/13/17,7/26/17,1565,668.27,502.54
5/11/12,11/28/12,344,651.21,524.96
2/7/17,7/25/17,720,437.2,263.33
8/5/11,8/5/11,3167,421.89,364.69
1/13/17,1/16/17,5190,255.28,159.42
2/11/12,10/12/12,6326,109.28,35.84
6/3/12,9/3/12,3140,154.06,90.93
5/23/14,2/6/14,4233,109.28,35.84
3/2/16,9/2/16,5234,154.06,90.93
12/19/14,12/24/14,3804,47.45,31.79
7/17/13,7/23/13,4635,668.27,502.54
4/6/15,6/29/15,4452,154.06,90.93
11/27/13,8/12/13,7008,47.45,31.79
9/12/10,10/1/11,8091,255.28,159.42
4/24/13,3/6/13,517,154.06,90.93
9/25/13,9/27/13,9136,421.89,364.69
6/5/17,5/31/17,5826,255.28,159.42
3/14/15,9/4/15,4500,9.33,6.92
10/10/10,10/21/10,6099,668.27,502.54
10/3/16,11/3/16,3598,154.06,90.93
7/20/10,7/25/10,7000,109.28,35.84
11/20/11,4/1/12,8343,152.58,97.44
10/17/12,11/15/12,6693,109.28,35.84
4/7/14,3/8/14,3150,9.33,6.92
7/13/15,7/24/15,5843,421.89,364.69
10/6/15,7/27/15,4932,255.28,159.42
3/2/11,3/25/11,7612,152.58,97.44
7/19/15,3/9/15,3105,154.06,90.93
5/6/16,7/25/16,7666,154.06,90.93
1/1/10,10/2/10,9581,205.7,117.11
10/7/12,11/8/12,4168,437.2,263.33
10/1/11,1/15/11,8775,152.58,97.44
7/15/12,12/8/12,7783,421.89,364.69
3/1/10,3/2/10,7601,437.2,263.33
5/20/16,6/22/16,1674,255.28,159.42
5/20/15,6/6/15,5473,255.28,159.42
9/20/10,9/24/10,1505,9.33,6.92
1/10/14,10/29/14,4306,651.21,524.96
5/22/14,2/6/14,5442,421.89,364.69
4/10/12,11/13/12,8512,205.7,117.11
6/4/10,5/13/10,4146,152.58,97.44
11/12/15,1/20/16,5006,9.33,6.92
5/26/13,6/20/13,784,47.45,31.79
7/1/10,6/2/10,3203,437.2,263.33
6/17/10,7/20/10,1019,651.21,524.96
11/17/12,11/12/12,5016,109.28,35.84
9/16/12,10/17/12,3014,421.89,364.69
10/1/14,2/26/14,4860,81.73,56.67
7/8/10,7/8/10,7434,437.2,263.33
2/6/12,9/7/12,9648,205.7,117.11
11/8/11,9/18/11,7443,154.06,90.93
6/30/16,8/16/16,8794,421.89,364.69
7/18/17,5/9/17,8706,651.21,524.96
9/11/13,12/18/13,4213,668.27,502.54
12/16/16,12/18/16,9385,109.28,35.84
9/20/16,10/29/16,319,437.2,263.33
10/6/15,7/13/15,146,154.06,90.93
6/23/16,7/28/16,4026,421.89,364.69
11/25/12,12/29/12,4151,255.28,159.42
12/27/13,1/25/14,4747,152.58,97.44
2/23/11,7/3/11,7067,437.2,263.33
1/1/12,5/2/12,4397,47.45,31.79
11/16/13,12/25/13,7055,437.2,263.33
1/3/15,3/28/15,7390,81.73,56.67
7/13/11,8/27/11,4781,205.7,117.11
11/11/14,12/27/14,640,437.2,263.33
7/8/11,1/9/11,3408,81.73,56.67
12/17/11,1/27/12,3561,152.58,97.44
11/18/15,12/26/15,8601,154.06,90.93
11/10/16,5/11/16,8067,651.21,524.96
6/12/12,7/12/12,8524,421.89,364.69
3/31/11,4/26/11,8572,81.73,56.67
11/30/15,1/18/16,3840,205.7,117.11
1/15/17,2/16/17,1990,152.58,97.44
1/3/17,3/26/17,7714,255.28,159.42
4/22/12,4/6/12,7736,9.33,6.92
1/12/10,7/1/11,5810,668.27,502.54
9/12/14,12/31/14,7723,109.28,35.84
6/1/16,9/1/16,6292,154.06,90.93
8/6/14,7/26/14,6365,255.28,159.42
1/5/15,9/5/15,9823,437.2,263.33
2/5/17,7/5/17,577,154.06,90.93
7/5/16,6/22/16,9569,152.58,97.44
2/12/16,1/20/17,9772,47.45,31.79
4/19/13,11/5/13,1192,47.45,31.79
11/12/15,1/19/16,5865,109.28,35.84
6/14/17,6/22/17,2858,668.27,502.54
6/24/11,6/27/11,3270,651.21,524.96
6/9/11,12/10/11,5230,205.7,117.11
1/22/10,2/21/10,8900,9.33,6.92
1/16/11,7/3/11,1472,47.45,31.79
7/19/12,8/8/12,2170,81.73,56.67
5/5/17,11/5/17,7249,152.58,97.44
12/2/14,3/21/14,4994,437.2,263.33
7/24/11,8/20/11,723,255.28,159.42
5/11/11,11/11/11,1786,668.27,502.54
6/6/14,7/20/14,2561,421.89,364.69
5/4/12,4/22/12,9459,421.89,364.69
9/19/10,8/11/10,5924,255.28,159.42
3/25/16,4/15/16,7429,47.45,31.79
5/16/17,5/18/17,6479,437.2,263.33
9/5/11,8/6/11,7609,668.27,502.54
5/18/15,10/6/15,2388,9.33,6.92
3/6/17,6/23/17,4413,421.89,364.69
4/27/10,10/6/10,4315,437.2,263.33
7/9/10,8/10/10,4755,109.28,35.84
5/4/17,12/4/17,5426,152.58,97.44
9/17/14,9/29/14,8050,668.27,502.54
4/13/15,5/5/15,1383,109.28,35.84
11/2/17,11/3/17,6210,205.7,117.11
8/27/15,4/9/15,351,205.7,117.11
12/18/14,12/23/14,3652,668.27,502.54
5/24/16,12/7/16,2994,255.28,159.42
10/17/14,11/17/14,7287,152.58,97.44
2/6/17,8/7/17,2475,437.2,263.33
6/18/17,6/25/17,6531,668.27,502.54
12/15/12,1/13/13,4460,437.2,263.33
7/30/10,9/15/10,3298,437.2,263.33
12/4/14,5/29/14,7112,9.33,6.92
5/12/13,12/31/13,2002,47.45,31.79
10/30/11,11/20/11,1096,421.89,364.69
3/5/11,5/6/11,9556,154.06,90.93
2/2/13,3/22/13,9574,668.27,502.54
3/24/11,11/4/11,5375,81.73,56.67
4/19/12,5/23/12,8212,9.33,6.92
9/5/16,6/25/16,1372,81.73,56.67
2/23/13,4/13/13,5173,81.73,56.67
3/20/16,3/5/16,1963,255.28,159.42
8/28/13,9/21/13,1122,668.27,502.54
9/5/17,6/25/17,4060,437.2,263.33
9/27/13,2/10/13,9222,9.33,6.92
1/16/13,1/24/13,7079,9.33,6.92
3/13/15,2/5/15,5137,152.58,97.44
8/14/13,9/24/13,2933,9.33,6.92
2/26/14,3/25/14,7033,109.28,35.84
2/23/16,3/14/16,6036,668.27,502.54
3/16/16,4/4/16,5571,205.7,117.11
7/1/12,12/2/12,3302,255.28,159.42
7/9/13,9/28/13,3918,421.89,364.69
3/27/17,5/5/17,4145,154.06,90.93
12/22/15,1/2/16,7737,81.73,56.67
2/11/11,12/14/11,479,668.27,502.54
8/15/11,9/30/11,5191,81.73,56.67
11/8/15,8/31/15,6719,668.27,502.54
10/16/13,5/11/13,6945,81.73,56.67
5/14/12,5/28/12,9779,81.73,56.67
10/28/14,5/11/14,6163,9.33,6.92
7/20/10,12/8/10,9072,668.27,502.54
9/7/16,7/26/16,8510,9.33,6.92
11/25/12,6/12/12,6512,152.58,97.44
4/1/15,1/20/15,2148,109.28,35.84
1/7/16,5/7/16,6515,109.28,35.84
11/18/15,12/27/15,7743,152.58,97.44
9/23/12,4/11/12,5993,668.27,502.54
6/21/11,7/19/11,8457,9.33,6.92
9/1/10,1/2/10,4360,255.28,159.42
2/27/11,11/4/11,9956,81.73,56.67
2/19/11,4/3/11,3532,651.21,524.96
1/26/11,1/27/11,404,255.28,159.42
2/18/13,3/27/13,7921,668.27,502.54
10/16/16,11/22/16,464,668.27,502.54
12/27/14,1/29/15,4443,205.7,117.11
4/2/13,3/20/13,3300,9.33,6.92
7/20/17,7/22/17,2510,47.45,31.79
4/12/16,2/1/17,4577,154.06,90.93
2/1/16,10/1/16,4038,205.7,117.11
2/11/16,11/15/16,2459,437.2,263.33
12/27/14,1/24/15,3439,205.7,117.11
7/11/10,5/12/10,7609,109.28,35.84
6/20/13,9/8/13,7629,421.89,364.69
6/1/14,1/24/14,3192,47.45,31.79
4/22/12,5/14/12,6021,154.06,90.93
12/31/12,9/2/13,4872,9.33,6.92
2/4/14,4/13/14,530,668.27,502.54
6/30/11,7/15/11,812,47.45,31.79
5/16/16,6/28/16,5568,47.45,31.79
3/2/15,2/27/15,1678,47.45,31.79
1/24/10,1/27/10,8052,668.27,502.54
2/17/16,2/29/16,632,437.2,263.33
1/5/11,6/16/11,7394,255.28,159.42
5/31/16,7/7/16,3340,205.7,117.11
7/5/15,9/6/15,5508,152.58,97.44
1/27/12,2/14/12,7965,255.28,159.42
12/8/11,9/22/11,6809,152.58,97.44
6/4/16,5/14/16,5171,47.45,31.79
3/29/14,6/4/14,8211,154.06,90.93
2/10/13,12/11/13,8122,81.73,56.67
6/7/16,11/8/16,9127,81.73,56.67
3/12/13,5/1/14,2482,81.73,56.67
10/8/13,9/16/13,1473,651.21,524.96
11/22/12,12/28/12,6416,437.2,263.33
4/3/10,10/4/10,9661,81.73,56.67
4/4/16,6/5/16,587,651.21,524.96
9/28/12,10/24/12,606,154.06,90.93
9/5/16,5/23/16,8160,255.28,159.42
8/8/14,11/8/14,3722,47.45,31.79
12/27/14,6/2/15,4798,81.73,56.67
6/12/10,9/1/11,924,437.2,263.33
8/11/15,9/12/15,8666,9.33,6.92
12/12/13,1/24/14,6624,152.58,97.44
12/21/16,8/1/17,428,9.33,6.92
1/15/15,3/2/15,7738,154.06,90.93
6/9/10,10/22/10,3247,437.2,263.33
1/25/15,7/2/15,3679,668.27,502.54
6/12/13,12/28/13,2788,668.27,502.54
12/10/16,11/20/16,6361,152.58,97.44
9/4/15,4/25/15,7215,255.28,159.42
3/4/17,4/24/17,199,421.89,364.69
9/21/12,9/30/12,7192,205.7,117.11
6/14/15,6/14/15,2106,205.7,117.11
8/10/13,11/26/13,5883,152.58,97.44
3/23/12,4/18/12,1497,668.27,502.54
8/22/12,1/10/12,8952,109.28,35.84
2/5/10,5/14/10,285,437.2,263.33
1/14/13,1/16/13,4563,255.28,159.42
2/6/14,6/7/14,2885,9.33,6.92
12/23/12,11/1/13,3380,109.28,35.84
11/14/15,12/16/15,6210,154.06,90.93
5/15/12,6/19/12,8568,109.28,35.84
7/19/15,7/23/15,9676,81.73,56.67
7/1/13,1/13/13,5789,651.21,524.96
3/13/16,3/30/16,5195,152.58,97.44
1/19/11,1/22/11,3209,437.2,263.33
11/25/14,9/1/15,7182,109.28,35.84
1/21/12,1/29/12,1492,255.28,159.42
8/13/10,8/9/10,2551,152.58,97.44
12/12/15,12/28/15,3801,81.73,56.67
10/10/11,10/22/11,716,437.2,263.33
12/14/16,1/17/17,5801,81.73,56.67
7/21/13,6/8/13,3591,668.27,502.54
3/15/11,4/15/11,5655,9.33,6.92
9/1/13,1/24/13,5590,47.45,31.79
8/11/11,12/19/11,4028,421.89,364.69
9/22/16,7/11/16,3628,651.21,524.96
1/4/11,7/4/11,4083,9.33,6.92
5/17/10,5/27/10,7118,9.33,6.92
12/3/11,4/17/11,1486,47.45,31.79
10/11/11,2/12/11,7974,154.06,90.93
5/20/15,8/7/15,4399,152.58,97.44
7/9/10,9/14/10,610,651.21,524.96
5/4/14,3/5/14,3487,205.7,117.11
5/19/13,5/22/13,1941,109.28,35.84
4/25/15,12/5/15,1915,154.06,90.93
3/29/13,10/4/13,1381,81.73,56.67
10/10/12,3/11/12,5345,437.2,263.33
5/1/13,2/22/13,843,109.28,35.84
4/5/10,5/22/10,1942,152.58,97.44
4/5/17,8/6/17,4741,47.45,31.79
6/8/13,8/9/13,2371,651.21,524.96
1/16/10,1/28/10,9991,81.73,56.67
11/21/14,2/12/14,9794,668.27,502.54
12/9/14,10/13/14,6005,109.28,35.84
8/1/16,1/19/16,9878,205.7,117.11
3/5/11,7/5/11,4698,421.89,364.69
10/2/13,12/2/13,784,255.28,159.42
4/3/12,3/13/12,484,154.06,90.93
5/10/11,10/22/11,3178,154.06,90.93
6/3/16,8/4/16,277,668.27,502.54
11/15/11,11/15/11,223,255.28,159.42
8/19/16,9/16/16,3491,109.28,35.84
2/4/15,11/4/15,7584,651.21,524.96
4/16/16,4/21/16,2040,651.21,524.96
6/15/10,6/28/10,3425,255.28,159.42
3/21/12,4/5/12,338,9.33,6.92
8/22/10,6/10/10,8409,81.73,56.67
12/17/10,1/16/11,5299,152.58,97.44
9/21/15,9/11/15,5701,205.7,117.11
5/16/13,5/31/13,6338,437.2,263.33
11/5/12,12/6/12,965,255.28,159.42
8/17/14,8/30/14,5368,437.2,263.33
10/28/11,11/11/11,2364,81.73,56.67
10/20/11,10/20/11,6803,81.73,56.67
2/17/12,3/16/12,564,152.58,97.44
7/6/11,6/21/11,7558,668.27,502.54
10/3/13,3/27/13,8727,668.27,502.54
5/17/14,5/23/14,7046,109.28,35.84
10/23/16,3/12/16,2519,651.21,524.96
10/24/15,4/12/15,7182,81.73,56.67
7/18/11,3/8/11,103,421.89,364.69
10/23/12,4/12/12,2380,47.45,31.79
7/20/10,8/17/10,2143,47.45,31.79
11/29/11,1/18/12,9553,205.7,117.11
9/28/13,10/17/13,1803,651.21,524.96
12/19/13,2/1/14,8116,154.06,90.93
10/5/15,6/27/15,4747,81.73,56.67
1/3/14,4/20/14,9983,651.21,524.96
5/7/11,8/8/11,9140,81.73,56.67
2/20/17,3/23/17,9567,437.2,263.33
5/15/15,5/23/15,5645,421.89,364.69
4/15/14,2/6/14,3784,152.58,97.44
9/13/11,9/30/11,7427,437.2,263.33
1/15/14,6/3/14,2047,81.73,56.67
6/15/17,2/7/17,149,205.7,117.11
7/29/11,7/31/11,6270,651.21,524.96
10/8/13,7/9/13,1976,421.89,364.69
7/15/11,8/13/11,867,47.45,31.79
4/30/13,1/6/13,3571,651.21,524.96
11/20/12,11/12/12,2752,421.89,364.69
11/7/16,3/8/16,8100,109.28,35.84
6/27/16,7/24/16,1339,154.06,90.93
6/6/17,6/15/17,1225,152.58,97.44
7/7/17,7/18/17,8543,9.33,6.92
2/3/12,3/13/12,1111,255.28,159.42
1/14/13,1/14/13,8777,255.28,159.42
11/26/13,5/12/13,8422,651.21,524.96
4/3/17,5/4/17,8956,255.28,159.42
12/21/14,9/2/15,6322,109.28,35.84
8/18/15,8/25/15,8493,9.33,6.92
7/3/17,4/15/17,474,421.89,364.69
2/26/11,8/4/11,9303,152.58,97.44
8/26/16,12/10/16,9044,47.45,31.79
12/21/15,12/27/15,5799,9.33,6.92
5/29/11,3/6/11,2696,437.2,263.33
11/22/13,5/1/14,4896,255.28,159.42
1/7/16,10/7/16,4592,47.45,31.79
10/5/13,5/14/13,6008,437.2,263.33
7/1/11,1/24/11,398,109.28,35.84
9/2/17,9/2/17,1049,668.27,502.54
10/21/13,7/12/13,8277,47.45,31.79
8/25/14,3/9/14,4432,9.33,6.92
4/23/15,5/24/15,8894,421.89,364.69
7/7/12,7/25/12,3073,9.33,6.92
8/6/15,6/23/15,5412,437.2,263.33
7/26/11,8/25/11,6384,109.28,35.84
12/27/15,2/1/16,3495,421.89,364.69
7/20/14,7/25/14,6281,109.28,35.84
5/2/13,1/3/13,1308,152.58,97.44
12/20/10,11/1/11,7177,152.58,97.44
8/5/12,6/27/12,9515,205.7,117.11
6/12/14,12/25/14,5986,421.89,364.69
8/30/13,9/29/13,1280,437.2,263.33
2/24/12,10/4/12,2122,152.58,97.44
6/4/11,4/26/11,2266,651.21,524.96
11/12/12,12/27/12,7499,668.27,502.54
2/6/16,7/13/16,639,154.06,90.93
5/24/14,5/31/14,6532,152.58,97.44
4/1/12,1/28/12,7061,109.28,35.84
6/17/15,6/23/15,6135,81.73,56.67
1/31/13,2/14/13,4697,81.73,56.67
12/30/16,1/14/17,5721,205.7,117.11
11/17/13,6/12/13,9211,154.06,90.93
10/3/14,4/27/14,7204,9.33,6.92
9/7/10,7/18/10,8768,437.2,263.33
4/9/11,2/10/11,5000,152.58,97.44
2/3/16,3/17/16,4030,9.33,6.92
12/30/15,2/14/16,6020,205.7,117.11
4/8/15,5/9/15,8163,9.33,6.92
11/11/12,12/11/12,9681,9.33,6.92
3/8/10,8/21/10,6830,152.58,97.44
7/8/12,8/16/12,7896,9.33,6.92
8/6/12,7/20/12,8195,437.2,263.33
11/4/12,5/26/12,5078,668.27,502.54
7/31/11,6/9/11,2923,9.33,6.92
11/11/10,12/28/10,8142,47.45,31.79
1/7/15,8/16/15,4178,255.28,159.42
12/10/16,10/28/16,6503,9.33,6.92
8/11/10,6/12/10,7623,109.28,35.84
1/26/10,11/2/10,2073,651.21,524.96
6/28/16,6/29/16,1422,255.28,159.42
9/7/10,7/31/10,9268,205.7,117.11
4/13/15,4/13/15,6240,81.73,56.67
3/2/17,2/27/17,5001,152.58,97.44
9/15/14,3/10/14,5241,154.06,90.93
2/7/15,7/23/15,8686,81.73,56.67
7/27/16,7/8/16,4089,47.45,31.79
1/26/16,2/24/16,2237,651.21,524.96
1/1/17,2/1/17,948,651.21,524.96
11/14/15,6/12/15,69,152.58,97.44
7/1/14,1/26/14,6481,47.45,31.79
12/11/13,12/21/13,9095,651.21,524.96
7/2/15,2/17/15,3854,9.33,6.92
11/30/10,12/31/10,8730,437.2,263.33
6/26/14,7/28/14,8729,47.45,31.79
5/5/17,5/16/17,887,205.7,117.11
11/13/15,11/16/15,9272,437.2,263.33
1/27/15,2/2/15,9981,109.28,35.84
5/4/17,11/4/17,6146,205.7,117.11
8/24/10,8/28/10,2926,81.73,56.67
4/1/11,10/2/11,2515,651.21,524.96
6/27/12,2/7/12,9136,109.28,35.84
1/23/14,1/23/14,4043,668.27,502.54
10/13/15,7/11/15,524,205.7,117.11
12/21/14,9/1/15,8895,205.7,117.11
9/1/10,2/16/10,1505,651.21,524.96
3/10/11,10/26/11,7734,152.58,97.44
11/24/16,12/26/16,8993,47.45,31.79
11/23/11,1/12/11,3725,421.89,364.69
7/18/14,7/27/14,2403,255.28,159.42
3/13/17,4/14/17,2531,152.58,97.44
4/13/13,5/16/13,3647,154.06,90.93
3/20/16,1/4/16,2317,47.45,31.79
10/3/10,8/4/10,7140,668.27,502.54
7/16/14,8/18/14,3746,152.58,97.44
10/20/11,11/25/11,9797,651.21,524.96
1/29/12,8/3/12,9984,651.21,524.96
5/26/11,5/30/11,1031,668.27,502.54
8/21/10,9/26/10,6693,205.7,117.11
9/27/11,11/14/11,2756,651.21,524.96
1/12/13,1/15/14,2038,9.33,6.92
6/18/17,7/31/17,9387,9.33,6.92
11/5/12,6/28/12,6683,47.45,31.79
5/22/12,6/18/12,7837,81.73,56.67
6/14/13,7/23/13,3791,109.28,35.84
9/7/12,11/7/12,7520,81.73,56.67
4/6/11,6/30/11,9028,154.06,90.93
1/15/13,2/16/13,352,437.2,263.33
7/17/17,8/15/17,557,255.28,159.42
6/1/11,2/17/11,744,47.45,31.79
8/9/14,8/10/14,9043,109.28,35.84
12/25/12,1/13/13,5613,9.33,6.92
3/5/10,5/26/10,7648,154.06,90.93
3/25/12,11/4/12,4371,651.21,524.96
11/14/13,11/30/13,2038,9.33,6.92
6/7/11,8/23/11,8933,9.33,6.92
2/11/13,11/30/13,376,47.45,31.79
6/18/15,7/26/15,3714,651.21,524.96
2/11/15,12/15/15,3326,437.2,263.33
6/25/15,7/19/15,5626,9.33,6.92
3/13/12,3/15/12,4053,47.45,31.79
3/6/12,6/13/12,4084,255.28,159.42
4/20/12,7/5/12,8221,668.27,502.54
12/8/16,8/19/16,1002,421.89,364.69
9/4/12,4/13/12,3993,81.73,56.67
7/20/17,1/9/17,794,421.89,364.69
2/17/10,6/4/10,2034,47.45,31.79
3/14/14,3/19/14,374,9.33,6.92
10/5/13,6/20/13,5508,9.33,6.92
12/27/14,10/2/15,9157,255.28,159.42
8/3/16,4/19/16,78,437.2,263.33
5/2/15,1/3/15,9056,668.27,502.54
9/26/14,10/16/14,3909,47.45,31.79
7/8/11,8/28/11,4486,47.45,31.79
10/8/14,8/17/14,7665,668.27,502.54
11/1/11,3/2/11,2360,255.28,159.42
9/15/15,4/11/15,4511,255.28,159.42
1/4/14,3/5/14,2092,9.33,6.92
6/4/12,9/4/12,109,81.73,56.67
6/6/16,6/16/16,5597,421.89,364.69
7/21/15,8/28/15,2624,668.27,502.54
8/25/14,9/28/14,7289,651.21,524.96
7/1/16,12/2/16,2721,9.33,6.92
11/6/15,7/23/15,4081,154.06,90.93
7/26/13,6/9/13,3562,205.7,117.11
4/2/12,11/3/12,5388,421.89,364.69
3/1/10,1/16/10,814,109.28,35.84
6/12/14,3/1/15,3124,668.27,502.54
11/8/16,8/31/16,2638,421.89,364.69
12/6/13,7/26/13,1703,109.28,35.84
3/31/16,5/14/16,9700,154.06,90.93
8/3/14,1/4/14,8039,152.58,97.44
5/27/16,6/25/16,5163,205.7,117.11
3/6/10,6/21/10,1546,154.06,90.93
4/23/11,5/28/11,4692,9.33,6.92
6/27/12,5/8/12,4138,205.7,117.11
3/26/12,4/24/12,6451,437.2,263.33
6/16/17,6/30/17,229,81.73,56.67
3/13/17,4/26/17,1103,109.28,35.84
9/18/16,10/19/16,6733,651.21,524.96
12/19/10,1/13/11,1813,152.58,97.44
2/14/11,3/27/11,3065,668.27,502.54
6/27/10,7/27/10,4244,255.28,159.42
2/1/11,9/1/11,1138,9.33,6.92
11/21/11,12/18/11,6562,651.21,524.96
5/6/13,11/6/13,5366,152.58,97.44
9/3/13,4/28/13,9430,437.2,263.33
12/5/17,7/6/17,2664,109.28,35.84
4/17/14,5/30/14,6011,205.7,117.11
3/2/16,2/21/16,2445,9.33,6.92
4/1/17,1/15/17,1971,81.73,56.67
5/13/12,6/27/12,6624,437.2,263.33
6/19/17,7/17/17,5472,205.7,117.11
10/30/10,3/12/10,9614,437.2,263.33
4/9/13,9/27/13,7180,421.89,364.69
12/6/10,4/7/10,8331,668.27,502.54
2/16/13,3/31/13,258,81.73,56.67
1/28/12,8/2/12,2187,109.28,35.84
1/19/10,3/3/10,371,47.45,31.79
11/23/10,7/12/10,3096,651.21,524.96
9/19/15,1/11/15,5681,152.58,97.44
7/19/11,7/27/11,5474,154.06,90.93
12/29/12,1/25/13,6855,9.33,6.92
12/31/12,1/30/13,6234,109.28,35.84
10/12/16,1/17/17,7054,205.7,117.11
10/2/16,3/13/16,4789,255.28,159.42
3/22/14,4/25/14,1944,668.27,502.54
